default_setting_begin	type=mother_tree	hp_regen_bonus=2	mp_regen_bonus=1	default_setting_end
default_setting_begin	type=damage	damage_on_hp=200	damage_on_mp=0	default_setting_end
default_setting_begin	type=poison	skill_name=[s_area_a_speed_down]	default_setting_end
default_setting_begin	type=swamp	move_bonus=-50	default_setting_end


//Below	water	volume	(must	be	above	the	head	of	a	family)
//16_21
area_begin	name=[16_21_water1]	map_no={16;21}	type=water	water_range={Min:(-131071.984375	98303.992188	-4780.006836)	Max:(-98303.984375	131071.992188	-3780.006836)}	area_end
area_begin	name=[savants_pddown]	map_no={25;15}	type=poison	target=pc	skill_name=[s_area_pa_down3]	skill_prob=70	unit_tick=9	default_status=off	range={{172411;-81083;-7262;-7012};{173942;-81073;-7262;-7012};{173931;-77639;-7262;-7012};{172418;-77644;-7262;-7012}}	area_end
area_begin	name=[savants_poison]	map_no={25;15}	type=poison	target=pc	skill_name=[s_area_poison9]	skill_prob=70	unit_tick=9	default_status=off	range={{172411;-81083;-7262;-7012};{173942;-81073;-7262;-7012};{173931;-77639;-7262;-7012};{172418;-77644;-7262;-7012}}	area_end
area_begin	name=[savants_nonheal]	map_no={25;15}	type=poison	target=pc	skill_name=[s_area_disease9]	skill_prob=70	unit_tick=9	default_status=off	range={{172411;-81083;-7262;-7012};{173942;-81073;-7262;-7012};{173931;-77639;-7262;-7012};{172418;-77644;-7262;-7012}}	area_end

area_begin	name=[magistrates_weakness]	map_no={25;15}	type=poison	target=pc	skill_name=[s_area_pd_down3]	skill_prob=70	unit_tick=9	default_status=off	range={{174822;-77261;-7262;-7012};{176354;-77251;-7262;-7012};{176342;-73817;-7262;-7012};{174829;-73822;-7262;-7012}}	area_end
area_begin	name=[magistrates_pddown]	map_no={25;15}	type=poison	target=pc	skill_name=[s_area_pa_down3]	skill_prob=70	unit_tick=9	default_status=off	range={{174822;-77261;-7262;-7012};{176354;-77251;-7262;-7012};{176342;-73817;-7262;-7012};{174829;-73822;-7262;-7012}}	area_end
area_begin	name=[magistrates_poison]	map_no={25;15}	type=poison	target=pc	skill_name=[s_area_poison9]	skill_prob=70	unit_tick=9	default_status=off	range={{174822;-77261;-7262;-7012};{176354;-77251;-7262;-7012};{176342;-73817;-7262;-7012};{174829;-73822;-7262;-7012}}	area_end
area_begin	name=[magistrates_nonheal]	map_no={25;15}	type=poison	target=pc	skill_name=[s_area_disease9]	skill_prob=70	unit_tick=9	default_status=off	range={{174822;-77261;-7262;-7012};{176354;-77251;-7262;-7012};{176342;-73817;-7262;-7012};{174829;-73822;-7262;-7012}}	area_end

//Onch'on	zone
//[Onch'on	annulation]
area_begin	name=[spa_11]	map_no={24;14}	type=poison	target=only_pc	skill_name=[s_spa_big_head]	skill_prob=100	unit_tick=9	initial_delay=1	default_status=on	range={{141249;-109636;-3634;-3434};{141473;-109798;-3634;-3434};{141739;-109821;-3634;-3434};{141924;-109669;-3634;-3434};{142038;-109397;-3634;-3434};{141852;-109130;-3634;-3434};{141604;-109051;-3634;-3434};{141321;-109091;-3634;-3434};{141213;-109266;-3634;-3434}}	area_end
area_begin	name=[spa_21]	map_no={24;14}	type=poison	target=only_pc	skill_name=[s_spa_big_head]	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{140174;-105832;-3668;-3468};{140490;-105875;-3668;-3468};{140962;-105738;-3668;-3468};{141039;-105378;-3668;-3468};{140872;-105119;-3668;-3468};{140081;-105295;-3668;-3468}}	area_end
area_begin	name=[spa_31]	map_no={24;14}	type=poison	target=only_pc	skill_name=[s_spa_big_head]	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{144927;-105193;-3724;-3524};{145226;-105412;-3724;-3524};{145576;-105344;-3724;-3524};{145819;-104976;-3724;-3524};{145575;-104555;-3724;-3524};{145217;-104490;-3724;-3524};{144935;-104684;-3724;-3524};{144832;-104959;-3724;-3524}}	area_end
area_begin	name=[spa_41]	map_no={24;14}	type=poison	target=only_pc	skill_name=[s_spa_big_head]	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{152081;-108262;-2871;-2671};{152455;-108588;-2871;-2671};{152835;-108448;-2871;-2671};{152992;-108120;-2871;-2671};{152817;-107670;-2871;-2671};{152310;-107632;-2871;-2671};{152069;-107905;-2871;-2671}}	area_end
area_begin	name=[spa_51]	map_no={24;14}	type=poison	target=only_pc	skill_name=[s_spa_big_head]	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{155279;-105735;-2787;-2587};{155448;-105880;-2787;-2587};{155992;-105963;-2787;-2587};{156201;-105790;-2787;-2587};{156133;-105320;-2787;-2587};{155896;-105229;-2787;-2587};{155459;-105254;-2787;-2587};{155283;-105478;-2787;-2587}}	area_end
area_begin	name=[spa_61]	map_no={24;14}	type=poison	target=only_pc	skill_name=[s_spa_big_head]	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{156838;-109948;-2717;-2517};{157133;-110046;-2717;-2517};{157436;-109918;-2717;-2517};{157491;-109405;-2717;-2517};{157197;-109197;-2717;-2517};{156843;-109261;-2717;-2517};{156683;-109569;-2717;-2517}}	area_end
area_begin	name=[spa_71]	map_no={24;14}	type=poison	target=only_pc	skill_name=[s_spa_big_head]	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{152063;-116732;-1609;-1409};{152505;-116982;-1609;-1409};{152904;-116927;-1609;-1409};{153020;-116469;-1609;-1409};{152881;-116221;-1609;-1409};{152555;-116100;-1609;-1409};{152285;-116160;-1609;-1409};{152099;-116415;-1609;-1409}}	area_end
area_begin	name=[spa_81]	map_no={24;14}	type=poison	target=only_pc	skill_name=[s_spa_big_head]	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{152683;-112829;-1694;-1494};{152796;-113129;-1694;-1494};{153125;-113339;-1694;-1494};{153557;-113190;-1694;-1494};{153649;-112721;-1694;-1494};{153344;-112385;-1694;-1494};{152937;-112409;-1694;-1494}}	area_end
area_begin	name=[spa_91]	map_no={24;14}	type=poison	target=only_pc	skill_name=[s_spa_big_head]	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{157444;-115790;-1979;-1779};{157774;-115907;-1979;-1779};{158174;-115759;-1979;-1779};{158017;-114971;-1979;-1779};{157625;-114984;-1979;-1779};{157439;-115101;-1979;-1779}}	area_end

//[Disease	treatment]
area_begin	name=[spa_12]	map_no={24;14}	type=instant_skill	target=pc	skill_name=[s_dispel_spa_disease_bd]	skill_prob=100	unit_tick=9	initial_delay=1	default_status=on	range={{141249;-109636;-3634;-3434};{141473;-109798;-3634;-3434};{141739;-109821;-3634;-3434};{141924;-109669;-3634;-3434};{142038;-109397;-3634;-3434};{141852;-109130;-3634;-3434};{141604;-109051;-3634;-3434};{141321;-109091;-3634;-3434};{141213;-109266;-3634;-3434}}	area_end
area_begin	name=[spa_22]	map_no={24;14}	type=instant_skill	target=pc	skill_name=[s_dispel_spa_disease_ad]	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{140174;-105832;-3668;-3468};{140490;-105875;-3668;-3468};{140962;-105738;-3668;-3468};{141039;-105378;-3668;-3468};{140872;-105119;-3668;-3468};{140081;-105295;-3668;-3468}}	area_end
area_begin	name=[spa_32]	map_no={24;14}	type=instant_skill	target=pc	skill_name=[s_dispel_spa_disease_cd]	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{144927;-105193;-3724;-3524};{145226;-105412;-3724;-3524};{145576;-105344;-3724;-3524};{145819;-104976;-3724;-3524};{145575;-104555;-3724;-3524};{145217;-104490;-3724;-3524};{144935;-104684;-3724;-3524};{144832;-104959;-3724;-3524}}	area_end
area_begin	name=[spa_42]	map_no={24;14}	type=instant_skill	target=pc	skill_name=[s_dispel_spa_disease_ad]	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{152081;-108262;-2871;-2671};{152455;-108588;-2871;-2671};{152835;-108448;-2871;-2671};{152992;-108120;-2871;-2671};{152817;-107670;-2871;-2671};{152310;-107632;-2871;-2671};{152069;-107905;-2871;-2671}}	area_end
area_begin	name=[spa_52]	map_no={24;14}	type=instant_skill	target=pc	skill_name=[s_dispel_spa_disease_cd]	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{155279;-105735;-2787;-2587};{155448;-105880;-2787;-2587};{155992;-105963;-2787;-2587};{156201;-105790;-2787;-2587};{156133;-105320;-2787;-2587};{155896;-105229;-2787;-2587};{155459;-105254;-2787;-2587};{155283;-105478;-2787;-2587}}	area_end
area_begin	name=[spa_62]	map_no={24;14}	type=instant_skill	target=pc	skill_name=[s_dispel_spa_disease_bd]	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{156838;-109948;-2717;-2517};{157133;-110046;-2717;-2517};{157436;-109918;-2717;-2517};{157491;-109405;-2717;-2517};{157197;-109197;-2717;-2517};{156843;-109261;-2717;-2517};{156683;-109569;-2717;-2517}}	area_end
area_begin	name=[spa_72]	map_no={24;14}	type=instant_skill	target=pc	skill_name=[s_dispel_spa_disease_ad]	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{152063;-116732;-1609;-1409};{152505;-116982;-1609;-1409};{152904;-116927;-1609;-1409};{153020;-116469;-1609;-1409};{152881;-116221;-1609;-1409};{152555;-116100;-1609;-1409};{152285;-116160;-1609;-1409};{152099;-116415;-1609;-1409}}	area_end
area_begin	name=[spa_82]	map_no={24;14}	type=instant_skill	target=pc	skill_name=[s_dispel_spa_disease_cd]	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{152683;-112829;-1694;-1494};{152796;-113129;-1694;-1494};{153125;-113339;-1694;-1494};{153557;-113190;-1694;-1494};{153649;-112721;-1694;-1494};{153344;-112385;-1694;-1494};{152937;-112409;-1694;-1494}}	area_end
area_begin	name=[spa_92]	map_no={24;14}	type=instant_skill	target=pc	skill_name=[s_dispel_spa_disease_bd]	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{157444;-115790;-1979;-1779};{157774;-115907;-1979;-1779};{158174;-115759;-1979;-1779};{158017;-114971;-1979;-1779};{157625;-114984;-1979;-1779};{157439;-115101;-1979;-1779}}	area_end
area_begin	name=[spa_102]	map_no={24;14}	type=instant_skill	target=pc	skill_name=[s_dispel_spa_disease_bd]	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{147182;-113255;-2152;-1952};{147194;-113430;-2152;-1952};{147312;-113584;-2152;-1952};{147467;-113630;-2152;-1952};{147748;-113523;-2152;-1952};{147816;-113273;-2152;-1952};{147723;-113074;-2152;-1952};{147512;-112956;-2152;-1952};{147258;-113048;-2152;-1952}}	area_end


//Corridor	of	flame
area_begin	name=[godad_fire_zone1]	map_no={25;14}	type=poison	target=pc	skill_name=[s_area_fire5]	skill_prob=100	unit_tick=9	initial_delay=1	default_status=on	range={{192073;-118243;-1896;-1696};{192185;-116883;-1896;-1696};{191921;-116651;-1896;-1696};{191330;-116793;-1896;-1696};{190997;-118195;-1896;-1696}}	area_end
area_begin	name=[godad_fire_zone2]	map_no={25;14}	type=poison	target=pc	skill_name=[s_area_fire5]	skill_prob=100	unit_tick=9	initial_delay=1	default_status=on	range={{183700;-114976;-3384;-3184};{183996;-115008;-3384;-3184};{183988;-114940;-3384;-3184};{183892;-114896;-3384;-3184};{183768;-114912;-3384;-3184}}	area_end
area_begin	name=[godad_fire_zone3]	map_no={25;14}	type=poison	target=pc	skill_name=[s_area_fire5]	skill_prob=100	unit_tick=9	initial_delay=1	default_status=on	range={{170882;-116919;-4728;-4028};{173775;-116885;-4728;-4028};{173761;-113989;-4728;-4028};{170896;-113924;-4728;-4028}}	area_end
area_begin	name=[godad_fire_zone4]	map_no={25;14}	type=poison	target=pc	skill_name=[s_area_fire5]	skill_prob=100	unit_tick=9	initial_delay=1	default_status=on	range={{170947;-113900;-6160;-5260};{173759;-113954;-6160;-5260};{173776;-111044;-6160;-5260};{170920;-111048;-6160;-5260}}	area_end

//Brazier	of	shoes
area_begin	name=[fire_pot_god_hp_regen1]	map_no={25;14}	type=poison	target=npc	skill_name=[s_area_hp_regeneration7]	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{185241;-118610;-3359;-2959};{185966;-119586;-3359;-2959};{187638;-117286;-3359;-2959};{186478;-116565;-3359;-2959}}	area_end
area_begin	name=[fire_pot_god_hp_regen2]	map_no={25;14}	type=poison	target=npc	skill_name=[s_area_hp_regeneration7]	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{182713;-119880;-3246;-2846};{183822;-120471;-3246;-2846};{184986;-118671;-3246;-2846};{183254;-118355;-3246;-2846}}	area_end
area_begin	name=[fire_pot_god_hp_regen3]	map_no={25;14}	type=poison	target=npc	skill_name=[s_area_hp_regeneration7]	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{184021;-121547;-3180;-2780};{185825;-121596;-3180;-2780};{185937;-119732;-3180;-2780};{184633;-119645;-3180;-2780}}	area_end
area_begin	name=[fire_pot_god_hp_regen4]	map_no={25;14}	type=poison	target=npc	skill_name=[s_area_hp_regeneration7]	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{186868;-121700;-3164;-2764};{188500;-121604;-3164;-2764};{188608;-119980;-3164;-2764};{187088;-120020;-3164;-2764}}	area_end
area_begin	name=[fire_pot_god_hp_regen5]	map_no={25;14}	type=poison	target=npc	skill_name=[s_area_hp_regeneration7]	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{189116;-121636;-3152;-2752};{190732;-121116;-3152;-2752};{190108;-119288;-3152;-2752};{188672;-119984;-3152;-2752}}	area_end
area_begin	name=[fire_pot_god_hp_regen6]	map_no={25;14}	type=poison	target=npc	skill_name=[s_area_hp_regeneration7]	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{187636;-120012;-3388;-2988};{189680;-119284;-3388;-2988};{188696;-117896;-3388;-2988};{187504;-118572;-3388;-2988}}	area_end
area_begin	name=[fire_pot_god_hp_regen7]	map_no={25;14}	type=poison	target=npc	skill_name=[s_area_hp_regeneration7]	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{188888;-118252;-3356;-2956};{191124;-118348;-3356;-2956};{190324;-115548;-3356;-2956};{188992;-116344;-3356;-2956}}	area_end

//The	swamp	of	cry	of	distress	[	it	drives	and	su	it	sprouts,	buff]
area_begin	name=[godad_swamp_monster1]	map_no={22;16}	type=poison	target=npc	skill_list={@s_area_haste2;@s_area_focus3;@s_area_death_wisper3;@s_area_might3;@s_area_shield3}	skill_action_type=serial	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{71030;-60113;-3375;-2975};{70966;-59549;-3375;-2975};{70250;-59173;-3375;-2975};{69622;-59597;-3375;-2975};{69634;-60261;-3375;-2975};{70026;-60593;-3375;-2975};{70566;-60601;-3375;-2975}}	area_end
area_begin	name=[godad_swamp_monster2]	map_no={22;16}	type=poison	target=npc	skill_list={@s_area_haste2;@s_area_focus3;@s_area_death_wisper3;@s_area_might3;@s_area_shield3}	skill_action_type=serial	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{73522;-59473;-3191;-2991};{73454;-58861;-3191;-2991};{73194;-58629;-3191;-2991};{72642;-58433;-3191;-2991};{72110;-58501;-3191;-2991};{71782;-59013;-3191;-2991};{71922;-59817;-3191;-2991};{72482;-60149;-3191;-2991};{72986;-60085;-3191;-2991}}	area_end
area_begin	name=[godad_swamp_monster3]	map_no={22;16}	type=poison	target=npc	skill_list={@s_area_haste2;@s_area_focus3;@s_area_death_wisper3;@s_area_might3;@s_area_shield3}	skill_action_type=serial	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{72376;-55558;-3335;-2935};{72036;-54506;-3335;-2935};{71188;-54130;-3335;-2935};{70264;-54442;-3335;-2935};{69748;-55206;-3335;-2935};{69860;-56066;-3335;-2935};{70708;-56830;-3335;-2935};{71632;-56706;-3335;-2935};{72132;-56258;-3335;-2935}}	area_end
area_begin	name=[godad_swamp_monster4]	map_no={22;16}	type=poison	target=npc	skill_list={@s_area_haste2;@s_area_focus3;@s_area_death_wisper3;@s_area_might3;@s_area_shield3}	skill_action_type=serial	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{76091;-53873;-3179;-2979};{75447;-53721;-3179;-2979};{75135;-54069;-3179;-2979};{75047;-54749;-3179;-2979};{75491;-55125;-3179;-2979};{76171;-54993;-3179;-2979};{76323;-54677;-3179;-2979};{76339;-54281;-3179;-2979}}								area_end
area_begin	name=[godad_swamp_monster5]	map_no={22;16}	type=poison	target=npc	skill_list={@s_area_haste2;@s_area_focus3;@s_area_death_wisper3;@s_area_might3;@s_area_shield3}	skill_action_type=serial	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{74415;-51769;-3255;-2955};{74351;-51081;-3255;-2955};{74075;-50837;-3255;-2955};{74007;-50597;-3255;-2955};{73335;-50669;-3255;-2955};{72983;-51393;-3255;-2955};{73167;-51845;-3255;-2955};{73995;-52025;-3255;-2955}}		area_end
area_begin	name=[godad_swamp_monster6]	map_no={22;16}	type=poison	target=npc	skill_list={@s_area_haste2;@s_area_focus3;@s_area_death_wisper3;@s_area_might3;@s_area_shield3}	skill_action_type=serial	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{73198;-44860;-3458;-3158};{72682;-44392;-3458;-3158};{71766;-44416;-3458;-3158};{71314;-44836;-3458;-3158};{71378;-45248;-3458;-3158};{71430;-45960;-3458;-3158};{71850;-46264;-3458;-3158};{72594;-46236;-3458;-3158};{73034;-45800;-3458;-3158}}		area_end
area_begin	name=[godad_swamp_monster7]	map_no={22;16}	type=poison	target=npc	skill_list={@s_area_haste2;@s_area_focus3;@s_area_death_wisper3;@s_area_might3;@s_area_shield3}	skill_action_type=serial	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{74049;-42558;-3418;-3118};{73997;-41998;-3418;-3118};{73513;-41622;-3418;-3118};{73093;-41610;-3418;-3118};{72537;-42338;-3418;-3118};{72661;-42830;-3418;-3118};{73325;-43018;-3418;-3118};{73641;-42942;-3418;-3118}}		area_end
area_begin	name=[godad_swamp_monster8]	map_no={22;16}	type=poison	target=npc	skill_list={@s_area_haste2;@s_area_focus3;@s_area_death_wisper3;@s_area_might3;@s_area_shield3}	skill_action_type=serial	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{77309;-42410;-3410;-3110};{76629;-41878;-3410;-3110};{75557;-41990;-3410;-3110};{74781;-42802;-3410;-3110};{74745;-43802;-3410;-3110};{75581;-44790;-3410;-3110};{76761;-44770;-3410;-3110};{77597;-44062;-3410;-3110};{77641;-43006;-3410;-3110}}		area_end
area_begin	name=[godad_swamp_monster9]	map_no={22;16}	type=poison	target=npc	skill_list={@s_area_haste2;@s_area_focus3;@s_area_death_wisper3;@s_area_might3;@s_area_shield3}	skill_action_type=serial	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{80214;-42670;-3422;-3122};{80438;-42094;-3422;-3122};{80314;-41546;-3422;-3122};{79614;-41342;-3422;-3122};{78754;-41710;-3422;-3122};{78662;-42230;-3422;-3122};{79062;-42894;-3422;-3122};{79758;-43070;-3422;-3122};{79930;-42834;-3422;-3122}}		area_end
area_begin	name=[godad_swamp_monster10]	map_no={22;16}	type=poison	target=npc	skill_list={@s_area_haste2;@s_area_focus3;@s_area_death_wisper3;@s_area_might3;@s_area_shield3}	skill_action_type=serial	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{83118;-41483;-3370;-3070};{82686;-40931;-3370;-3070};{82046;-40887;-3370;-3070};{82050;-41079;-3370;-3070};{81734;-41263;-3370;-3070};{81610;-41879;-3370;-3070};{82366;-42299;-3370;-3070};{82758;-42155;-3370;-3070};{82910;-41879;-3370;-3070};{83086;-41823;-3370;-3070}}		area_end
area_begin	name=[godad_swamp_monster11]	map_no={22;16}	type=poison	target=npc	skill_list={@s_area_haste2;@s_area_focus3;@s_area_death_wisper3;@s_area_might3;@s_area_shield3}	skill_action_type=serial	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{81654;-45503;-3366;-3066};{81886;-45267;-3366;-3066};{82222;-44899;-3366;-3066};{82266;-44547;-3366;-3066};{82098;-44207;-3366;-3066};{81506;-44063;-3366;-3066};{80846;-44375;-3366;-3066};{80786;-44795;-3366;-3066};{81094;-45271;-3366;-3066}}		area_end
area_begin	name=[godad_swamp_monster12]	map_no={22;16}	type=poison	target=npc	skill_list={@s_area_haste2;@s_area_focus3;@s_area_death_wisper3;@s_area_might3;@s_area_shield3}	skill_action_type=serial	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{79526;-51746;-2522;-2222};{79638;-51098;-2522;-2222};{79190;-50458;-2522;-2222};{78398;-50694;-2522;-2222};{78158;-51298;-2522;-2222};{78570;-51934;-2522;-2222};{79214;-51898;-2522;-2222}}		area_end
area_begin	name=[godad_swamp_monster13]	map_no={22;16}	type=poison	target=npc	skill_list={@s_area_haste2;@s_area_focus3;@s_area_death_wisper3;@s_area_might3;@s_area_shield3}	skill_action_type=serial	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{83615;-50828;-2470;-2170};{83507;-50428;-2470;-2170};{83115;-50032;-2470;-2170};{82447;-50180;-2470;-2170};{82231;-50752;-2470;-2170};{82535;-51328;-2470;-2170};{82855;-51444;-2470;-2170};{83535;-51204;-2470;-2170}}		area_end
area_begin	name=[godad_swamp_monster14]	map_no={22;16}	type=poison	target=npc	skill_list={@s_area_haste2;@s_area_focus3;@s_area_death_wisper3;@s_area_might3;@s_area_shield3}	skill_action_type=serial	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{81946;-53719;-2458;-2158};{81398;-53767;-2458;-2158};{80642;-53691;-2458;-2158};{79554;-54587;-2458;-2158};{79782;-55123;-2458;-2158};{79886;-56423;-2458;-2158};{81054;-57231;-2458;-2158};{81802;-57111;-2458;-2158};{82970;-56139;-2458;-2158};{82738;-54227;-2458;-2158}}		area_end
area_begin	name=[godad_swamp_monster15]	map_no={22;16}	type=poison	target=npc	skill_list={@s_area_haste2;@s_area_focus3;@s_area_death_wisper3;@s_area_might3;@s_area_shield3}	skill_action_type=serial	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{78226;-58454;-2542;-2242};{78206;-58026;-2542;-2242};{77858;-57766;-2542;-2242};{77370;-57814;-2542;-2242};{77058;-58266;-2542;-2242};{77374;-58806;-2542;-2242};{77966;-58870;-2542;-2242}}		area_end
area_begin	name=[godad_swamp_monster16]	map_no={22;16}	type=poison	target=npc	skill_list={@s_area_haste2;@s_area_focus3;@s_area_death_wisper3;@s_area_might3;@s_area_shield3}	skill_action_type=serial	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{77796;-61961;-2558;-2258};{77836;-61333;-2558;-2258};{77524;-60969;-2558;-2258};{77100;-61041;-2558;-2258};{76796;-61233;-2558;-2258};{76728;-61865;-2558;-2258};{77368;-62213;-2558;-2258}}		area_end
area_begin	name=[godad_swamp_monster17]	map_no={22;16}	type=poison	target=npc	skill_list={@s_area_haste2;@s_area_focus3;@s_area_death_wisper3;@s_area_might3;@s_area_shield3}	skill_action_type=serial	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{82052;-59979;-2414;-2114};{81588;-59123;-2414;-2114};{80692;-59059;-2414;-2114};{80152;-59707;-2414;-2114};{80172;-60535;-2414;-2114};{80824;-61043;-2414;-2114};{81552;-60955;-2414;-2114}}		area_end
area_begin	name=[godad_swamp_monster18]	map_no={22;16}	type=poison	target=npc	skill_list={@s_area_haste2;@s_area_focus3;@s_area_death_wisper3;@s_area_might3;@s_area_shield3}	skill_action_type=serial	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{85533;-63207;-2522;-2222};{85685;-62647;-2522;-2222};{85249;-62239;-2522;-2222};{84589;-62535;-2522;-2222};{84549;-63151;-2522;-2222};{85101;-63443;-2522;-2222}}		area_end
area_begin	name=[godad_swamp_monster19]	map_no={22;16}	type=poison	target=npc	skill_list={@s_area_haste2;@s_area_focus3;@s_area_death_wisper3;@s_area_might3;@s_area_shield3}	skill_action_type=serial	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{89512;-60985;-2462;-2162};{89712;-60141;-2462;-2162};{88888;-59441;-2462;-2162};{87948;-59557;-2462;-2162};{87620;-60545;-2462;-2162};{88136;-61165;-2462;-2162};{88544;-61437;-2462;-2162}}		area_end
area_begin	name=[godad_swamp_monster20]	map_no={22;16}	type=poison	target=npc	skill_list={@s_area_haste2;@s_area_focus3;@s_area_death_wisper3;@s_area_might3;@s_area_shield3}	skill_action_type=serial	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{86034;-54576;-2574;-2274};{85642;-54220;-2574;-2274};{85238;-54224;-2574;-2274};{84862;-54636;-2574;-2274};{85082;-55248;-2574;-2274};{85526;-55364;-2574;-2274};{85950;-55020;-2574;-2274}}		area_end
area_begin	name=[godad_swamp_monster21]	map_no={22;16}	type=poison	target=npc	skill_list={@s_area_haste2;@s_area_focus3;@s_area_death_wisper3;@s_area_might3;@s_area_shield3}	skill_action_type=serial	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{90080;-52443;-2727;-2427};{90212;-51947;-2727;-2427};{89700;-51239;-2727;-2427};{88928;-51583;-2727;-2427};{88764;-51991;-2727;-2427};{89008;-52687;-2727;-2427};{89688;-52723;-2727;-2427}}		area_end
area_begin	name=[godad_swamp_monster22]	map_no={22;16}	type=poison	target=npc	skill_list={@s_area_haste2;@s_area_focus3;@s_area_death_wisper3;@s_area_might3;@s_area_shield3}	skill_action_type=serial	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{92777;-52363;-2767;-2467};{91981;-51967;-2767;-2467};{91281;-52519;-2767;-2467};{91229;-53299;-2767;-2467};{91385;-53679;-2767;-2467};{92405;-53943;-2767;-2467};{93025;-53439;-2767;-2467}}		area_end
area_begin	name=[godad_swamp_monster23]	map_no={22;16}	type=poison	target=npc	skill_list={@s_area_haste2;@s_area_focus3;@s_area_death_wisper3;@s_area_might3;@s_area_shield3}	skill_action_type=serial	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{95179;-52286;-2763;-2463};{94747;-51982;-2763;-2463};{94303;-52062;-2763;-2463};{93927;-52458;-2763;-2463};{94187;-53042;-2763;-2463};{94707;-53150;-2763;-2463};{95043;-53058;-2763;-2463};{95211;-52546;-2763;-2463}}		area_end
area_begin	name=[godad_swamp_monster24]	map_no={22;16}	type=poison	target=npc	skill_list={@s_area_haste2;@s_area_focus3;@s_area_death_wisper3;@s_area_might3;@s_area_shield3}	skill_action_type=serial	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{85757;-59957;-2550;-2150};{86073;-59585;-2550;-2150};{86085;-59117;-2550;-2150};{85761;-58801;-2550;-2150};{85177;-58893;-2550;-2150};{84905;-59329;-2550;-2150};{85229;-59869;-2550;-2150}}		area_end
area_begin	name=[godad_swamp_monster25]	map_no={22;16}	type=poison	target=npc	skill_list={@s_area_haste2;@s_area_focus3;@s_area_death_wisper3;@s_area_might3;@s_area_shield3}	skill_action_type=serial	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{81382;-63921;-2486;-2286};{81826;-63537;-2486;-2286};{81834;-62985;-2486;-2286};{81298;-62773;-2486;-2286};{80870;-62985;-2486;-2286};{80798;-63309;-2486;-2286};{80946;-63769;-2486;-2286}}		area_end
